label,total_appearances,dominant_class,dominant_pct,buildings,buildings_pct,forest,forest_pct,glacier,glacier_pct,mountain,mountain_pct,sea,sea_pct,street,street_pct
drum,4,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0
beer glass,2,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0
clog,2,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0
banjo,4,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0
bow tie,5,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,100.0
sunscreen,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
safe,2,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0
chiffonier,2,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0
revolver,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
sandal,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
chow,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
agama,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
drumstick,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
stethoscope,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
china cabinet,2,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0
violin,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
Band Aid,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
mailbag,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
cello,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
cellular telephone,3,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0
plane,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
hair spray,1,street,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
parking meter,33,street,93.94,0,0.0,0,0.0,2,6.06,0,0.0,0,0.0,31,93.94
barber chair,13,street,92.31,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,12,92.31
jinrikisha,180,street,91.11,11,6.11,3,1.67,1,0.56,1,0.56,0,0.0,164,91.11
throne,11,street,90.91,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,10,90.91
bearskin,40,street,90.0,1,2.5,0,0.0,0,0.0,3,7.5,0,0.0,36,90.0
soccer ball,10,street,90.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,9,90.0
military uniform,19,street,89.47,0,0.0,0,0.0,1,5.26,0,0.0,1,5.26,17,89.47
rugby ball,9,street,88.89,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,8,88.89
doormat,18,street,88.89,2,11.11,0,0.0,0,0.0,0,0.0,0,0.0,16,88.89
toyshop,25,street,88.0,2,8.0,0,0.0,0,0.0,1,4.0,0,0.0,22,88.0
sombrero,8,street,87.5,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,7,87.5
crutch,88,street,86.36,1,1.14,6,6.82,0,0.0,4,4.55,1,1.14,76,86.36
comic book,22,street,86.36,2,9.09,0,0.0,0,0.0,0,0.0,1,4.55,19,86.36
shoe shop,7,street,85.71,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,6,85.71
trombone,7,street,85.71,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,6,85.71
miniskirt,37,street,83.78,0,0.0,6,16.22,0,0.0,0,0.0,0,0.0,31,83.78
pay-phone,12,street,83.33,0,0.0,2,16.67,0,0.0,0,0.0,0,0.0,10,83.33
bullet train,52,street,82.69,8,15.38,0,0.0,0,0.0,0,0.0,1,1.92,43,82.69
plunger,10,street,80.0,0,0.0,2,20.0,0,0.0,0,0.0,0,0.0,8,80.0
pickelhaube,5,street,80.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,4,80.0
rotisserie,5,street,80.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,4,80.0
cash machine,5,street,80.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,4,80.0
car wheel,18,street,77.78,1,5.56,0,0.0,0,0.0,0,0.0,3,16.67,14,77.78
racer,53,street,77.36,3,5.66,3,5.66,1,1.89,2,3.77,3,5.66,41,77.36
sports car,35,street,77.14,4,11.43,0,0.0,0,0.0,1,2.86,3,8.57,27,77.14
tricycle,62,street,75.81,0,0.0,10,16.13,2,3.23,2,3.23,1,1.61,47,75.81
racket,4,street,75.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,3,75.0
garbage truck,76,street,75.0,12,15.79,2,2.63,1,1.32,2,2.63,2,2.63,57,75.0
suit,24,street,75.0,1,4.17,5,20.83,0,0.0,0,0.0,0,0.0,18,75.0
streetcar,360,street,75.0,85,23.61,3,0.83,1,0.28,1,0.28,0,0.0,270,75.0
kimono,8,street,75.0,0,0.0,2,25.0,0,0.0,0,0.0,0,0.0,6,75.0
puck,4,street,75.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,3,75.0
ashcan,26,street,73.08,1,3.85,2,7.69,0,0.0,1,3.85,3,11.54,19,73.08
passenger car,118,street,72.88,21,17.8,1,0.85,2,1.69,8,6.78,0,0.0,86,72.88
bubble,22,street,72.73,1,4.55,3,13.64,0,0.0,2,9.09,0,0.0,16,72.73
cowboy boot,18,street,72.22,0,0.0,4,22.22,1,5.56,0,0.0,0,0.0,13,72.22
electric locomotive,35,street,71.43,5,14.29,0,0.0,0,0.0,4,11.43,1,2.86,25,71.43
confectionery,7,street,71.43,0,0.0,0,0.0,0,0.0,2,28.57,0,0.0,5,71.43
slot,14,street,71.43,2,14.29,2,14.29,0,0.0,0,0.0,0,0.0,10,71.43
mortarboard,14,street,71.43,2,14.29,1,7.14,1,7.14,0,0.0,0,0.0,10,71.43
traffic light,251,street,70.92,66,26.29,4,1.59,2,0.8,1,0.4,0,0.0,178,70.92
fire engine,36,street,69.44,11,30.56,0,0.0,0,0.0,0,0.0,0,0.0,25,69.44
barbershop,26,street,69.23,7,26.92,1,3.85,0,0.0,0,0.0,0,0.0,18,69.23
gas pump,16,street,68.75,4,25.0,1,6.25,0,0.0,0,0.0,0,0.0,11,68.75
umbrella,51,street,68.63,3,5.88,4,7.84,5,9.8,1,1.96,3,5.88,35,68.63
guillotine,35,street,68.57,4,11.43,4,11.43,0,0.0,2,5.71,1,2.86,24,68.57
fur coat,19,street,68.42,1,5.26,0,0.0,3,15.79,1,5.26,1,5.26,13,68.42
Model T,22,street,68.18,6,27.27,0,0.0,0,0.0,1,4.55,0,0.0,15,68.18
police van,47,street,68.09,12,25.53,3,6.38,0,0.0,0,0.0,0,0.0,32,68.09
trolleybus,159,street,67.3,50,31.45,0,0.0,2,1.26,0,0.0,0,0.0,107,67.3
academic gown,36,street,66.67,5,13.89,6,16.67,1,2.78,0,0.0,0,0.0,24,66.67
neck brace,12,street,66.67,0,0.0,2,16.67,0,0.0,2,16.67,0,0.0,8,66.67
knee pad,18,street,66.67,0,0.0,1,5.56,4,22.22,0,0.0,1,5.56,12,66.67
jean,33,street,66.67,1,3.03,6,18.18,3,9.09,1,3.03,0,0.0,22,66.67
beaker,3,street,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67
rule,3,street,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67
photocopier,3,street,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67
pool table,3,street,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67
Saluki,6,street,66.67,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,4,66.67
disk brake,3,street,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,2,66.67
tow truck,77,street,66.23,8,10.39,10,12.99,4,5.19,4,5.19,0,0.0,51,66.23
trailer truck,199,street,65.83,19,9.55,29,14.57,6,3.02,11,5.53,3,1.51,131,65.83
motor scooter,55,street,65.45,3,5.45,10,18.18,1,1.82,5,9.09,0,0.0,36,65.45
beach wagon,23,street,65.22,5,21.74,1,4.35,0,0.0,0,0.0,2,8.7,15,65.22
trench coat,17,street,64.71,0,0.0,0,0.0,2,11.76,2,11.76,2,11.76,11,64.71
moped,95,street,64.21,1,1.05,23,24.21,0,0.0,10,10.53,0,0.0,61,64.21
grocery store,36,street,63.89,10,27.78,0,0.0,0,0.0,3,8.33,0,0.0,23,63.89
freight car,55,street,63.64,16,29.09,0,0.0,0,0.0,3,5.45,1,1.82,35,63.64
marimba,11,street,63.64,3,27.27,1,9.09,0,0.0,0,0.0,0,0.0,7,63.64
ambulance,33,street,63.64,7,21.21,4,12.12,0,0.0,1,3.03,0,0.0,21,63.64
bulletproof vest,11,street,63.64,0,0.0,4,36.36,0,0.0,0,0.0,0,0.0,7,63.64
horse cart,49,street,63.27,4,8.16,13,26.53,0,0.0,0,0.0,1,2.04,31,63.27
go-kart,43,street,62.79,0,0.0,12,27.91,2,4.65,0,0.0,2,4.65,27,62.79
sweatshirt,16,street,62.5,0,0.0,0,0.0,4,25.0,0,0.0,2,12.5,10,62.5
wardrobe,8,street,62.5,1,12.5,1,12.5,0,0.0,1,12.5,0,0.0,5,62.5
butcher shop,8,street,62.5,0,0.0,0,0.0,0,0.0,3,37.5,0,0.0,5,62.5
vault,139,street,61.87,34,24.46,6,4.32,3,2.16,10,7.19,0,0.0,86,61.87
unicycle,262,street,61.83,4,1.53,70,26.72,5,1.91,20,7.63,1,0.38,162,61.83
limousine,127,street,61.42,39,30.71,8,6.3,1,0.79,0,0.0,1,0.79,78,61.42
cab,223,street,60.09,87,39.01,2,0.9,0,0.0,0,0.0,0,0.0,134,60.09
file,5,street,60.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,3,60.0
triceratops,5,street,60.0,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,3,60.0
minibus,71,street,57.75,13,18.31,11,15.49,2,2.82,4,5.63,0,0.0,41,57.75
pickup,33,street,57.58,2,6.06,6,18.18,1,3.03,2,6.06,3,9.09,19,57.58
tobacco shop,86,street,55.81,37,43.02,0,0.0,0,0.0,1,1.16,0,0.0,48,55.81
street sign,203,street,55.67,75,36.95,9,4.43,3,1.48,1,0.49,2,0.99,113,55.67
moving van,124,street,54.84,44,35.48,4,3.23,3,2.42,3,2.42,2,1.61,68,54.84
altar,17,street,52.94,5,29.41,1,5.88,0,0.0,1,5.88,1,5.88,9,52.94
shopping cart,31,street,51.61,8,25.81,3,9.68,2,6.45,0,0.0,2,6.45,16,51.61
convertible,35,street,51.43,11,31.43,2,5.71,0,0.0,0,0.0,4,11.43,18,51.43
minivan,74,street,51.35,19,25.68,8,10.81,4,5.41,5,6.76,0,0.0,38,51.35
bookshop,49,street,51.02,24,48.98,0,0.0,0,0.0,0,0.0,0,0.0,25,51.02
sliding door,50,street,50.0,15,30.0,8,16.0,1,2.0,1,2.0,0,0.0,25,50.0
lab coat,10,street,50.0,2,20.0,0,0.0,1,10.0,1,10.0,1,10.0,5,50.0
black and gold garden spider,4,street,50.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,2,50.0
prayer rug,14,street,50.0,3,21.43,1,7.14,3,21.43,0,0.0,0,0.0,7,50.0
poncho,10,street,50.0,0,0.0,2,20.0,0,0.0,3,30.0,0,0.0,5,50.0
forklift,18,street,50.0,5,27.78,1,5.56,1,5.56,0,0.0,2,11.11,9,50.0
jigsaw puzzle,30,street,50.0,8,26.67,3,10.0,0,0.0,4,13.33,0,0.0,15,50.0
thimble,2,street,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0
envelope,2,street,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0
seat belt,6,street,50.0,0,0.0,0,0.0,1,16.67,2,33.33,0,0.0,3,50.0
carousel,14,street,50.0,6,42.86,1,7.14,0,0.0,0,0.0,0,0.0,7,50.0
wire-haired fox terrier,4,street,50.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,2,50.0
manhole cover,16,street,50.0,2,12.5,0,0.0,6,37.5,0,0.0,0,0.0,8,50.0
grille,6,street,50.0,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,50.0
ice lolly,2,street,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0
microwave,2,street,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0
desk,6,street,50.0,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,50.0
African grey,2,street,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0
acoustic guitar,2,street,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0
bicycle-built-for-two,137,street,47.45,2,1.46,53,38.69,1,0.73,15,10.95,1,0.73,65,47.45
prison,421,street,47.27,190,45.13,21,4.99,4,0.95,4,0.95,3,0.71,199,47.27
bannister,104,street,47.12,27,25.96,14,13.46,6,5.77,0,0.0,8,7.69,49,47.12
car mirror,62,street,46.77,7,11.29,21,33.87,3,4.84,1,1.61,1,1.61,29,46.77
restaurant,73,street,46.58,29,39.73,5,6.85,0,0.0,2,2.74,3,4.11,34,46.58
coil,18,street,44.44,7,38.89,1,5.56,2,11.11,0,0.0,0,0.0,8,44.44
harp,9,street,44.44,3,33.33,1,11.11,0,0.0,0,0.0,1,11.11,4,44.44
Windsor tie,9,street,44.44,3,33.33,1,11.11,0,0.0,1,11.11,0,0.0,4,44.44
turnstile,46,street,43.48,14,30.43,12,26.09,0,0.0,0,0.0,0,0.0,20,43.48
tank,14,street,42.86,1,7.14,1,7.14,1,7.14,3,21.43,2,14.29,6,42.86
Irish wolfhound,7,street,42.86,0,0.0,1,14.29,2,28.57,1,14.29,0,0.0,3,42.86
shield,7,street,42.86,0,0.0,3,42.86,1,14.29,0,0.0,0,0.0,3,42.86
barrel,12,street,41.67,2,16.67,3,25.0,1,8.33,0,0.0,1,8.33,5,41.67
abaya,25,street,40.0,3,12.0,3,12.0,7,28.0,1,4.0,1,4.0,10,40.0
potter's wheel,5,street,40.0,0,0.0,1,20.0,0,0.0,1,20.0,1,20.0,2,40.0
sunglass,13,street,38.46,0,0.0,1,7.69,1,7.69,1,7.69,5,38.46,5,38.46
spotlight,47,street,38.3,3,6.38,7,14.89,10,21.28,4,8.51,5,10.64,18,38.3
sundial,48,street,37.5,10,20.83,9,18.75,8,16.67,3,6.25,0,0.0,18,37.5
bakery,8,street,37.5,2,25.0,0,0.0,0,0.0,3,37.5,0,0.0,3,37.5
theater curtain,46,street,36.96,5,10.87,9,19.57,3,6.52,9,19.57,3,6.52,17,36.96
rocking chair,19,street,36.84,4,21.05,5,26.32,0,0.0,0,0.0,3,15.79,7,36.84
stretcher,49,street,36.73,3,6.12,6,12.24,15,30.61,7,14.29,0,0.0,18,36.73
stage,30,street,36.67,7,23.33,0,0.0,5,16.67,2,6.67,5,16.67,11,36.67
lumbermill,130,street,35.38,31,23.85,29,22.31,3,2.31,17,13.08,4,3.08,46,35.38
school bus,23,street,34.78,6,26.09,5,21.74,4,17.39,0,0.0,0,0.0,8,34.78
garden spider,3,street,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33
measuring cup,3,street,33.33,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33
Mexican hairless,3,street,33.33,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33
pole,176,street,31.82,25,14.2,45,25.57,12,6.82,15,8.52,23,13.07,56,31.82
cannon,23,street,30.43,1,4.35,4,17.39,1,4.35,6,26.09,4,17.39,7,30.43
shoji,10,street,30.0,3,30.0,2,20.0,2,20.0,0,0.0,0,0.0,3,30.0
book jacket,14,street,28.57,3,21.43,1,7.14,1,7.14,3,21.43,2,14.29,4,28.57
