thesis_class,label,source_table,count,models_seen_in,decision,reason
mountain,obelisk,top5,2,2,,
mountain,paper towel,top5,2,2,,
mountain,passenger car,top1,2,3,,
mountain,pickup,top5,2,2,,
mountain,porcupine,top5,2,2,,
mountain,quilt,top1,2,2,,
mountain,racer,top5,2,1,,
mountain,recreational vehicle,top1,2,3,,
mountain,restaurant,top5,2,2,,
mountain,rock crab,top5,2,2,,
mountain,scoreboard,top5,2,2,,
mountain,screen,top1,2,3,,
mountain,sea urchin,top5,2,2,,
mountain,seat belt,top5,2,2,,
mountain,sleeping bag,top5,2,2,,
mountain,sloth bear,top5,2,1,,
mountain,snowplow,top1,2,3,,
mountain,solar dish,top1,2,3,,
mountain,space shuttle,top1,2,3,,
mountain,stage,top5,2,2,,
mountain,studio couch,top5,2,2,,
mountain,sunglasses,top5,2,2,,
mountain,television,top1,2,3,,
mountain,tile roof,top5,2,2,,
mountain,timber wolf,top5,2,2,,
mountain,toilet seat,top5,2,2,,
mountain,tractor,top5,2,2,,
mountain,trench coat,top5,2,2,,
mountain,tricycle,top5,2,2,,
mountain,tusker,top5,2,2,,
mountain,water tower,top5,2,1,,
mountain,weasel,top5,2,2,,
mountain,window screen,top5,2,1,,
mountain,African crocodile,top5,1,1,,
mountain,African elephant,top1,1,2,,
mountain,African grey,top5,1,1,,
mountain,Bernese mountain dog,top5,1,1,,
mountain,Brittany spaniel,top5,1,1,,
mountain,Chesapeake Bay retriever,top1,1,3,,
mountain,Christmas stocking,top1,1,2,,
mountain,Doberman,top5,1,1,,
mountain,English setter,top1,1,2,,
mountain,Gila monster,top1,1,2,,
mountain,Gordon setter,top5,1,1,,
mountain,Indian elephant,top5,1,1,,
mountain,Irish wolfhound,top5,1,1,,
mountain,Komodo dragon,top5,1,1,,
mountain,Labrador retriever,top5,1,1,,
mountain,Lakeland terrier,top5,1,1,,
mountain,Mexican hairless,top5,1,1,,
mountain,Model T,top5,1,1,,
mountain,Old English sheepdog,top5,1,1,,
mountain,Persian cat,top5,1,1,,
mountain,Samoyed,top5,1,1,,
mountain,Scottish deerhound,top5,1,1,,
mountain,Siberian husky,top5,1,1,,
mountain,Windsor tie,top5,1,1,,
mountain,abaya,top5,1,1,,
mountain,acorn squash,top5,1,1,,
mountain,aircraft carrier,top5,1,1,,
mountain,altar,top5,1,1,,
mountain,ambulance,top5,1,1,,
mountain,ant,top5,1,1,,
mountain,ashcan,top5,1,1,,
mountain,bakery,top1,1,3,,
mountain,barn spider,top1,1,2,,
mountain,bathing cap,top5,1,1,,
mountain,black swan,top5,1,1,,
mountain,boathouse,top1,1,3,,
mountain,bonnet,top5,1,1,,
mountain,borzoi,top5,1,1,,
mountain,bow,top1,1,1,,
mountain,brain coral,top5,1,1,,
mountain,brass,top5,1,1,,
mountain,brassiere,top1,1,2,,
mountain,broom,top1,1,1,,
mountain,brown bear,top5,1,1,,
mountain,burrito,top1,1,2,,
mountain,bustard,top5,1,1,,
mountain,car mirror,top5,1,1,,
mountain,cauliflower,top1,1,1,,
mountain,cauliflower,top5,1,1,,
mountain,chain saw,top1,1,3,,
mountain,chest,top5,1,1,,
mountain,chimpanzee,top1,1,1,,
mountain,chimpanzee,top5,1,1,,
mountain,cicada,top5,1,1,,
mountain,clumber,top5,1,1,,
mountain,cock,top1,1,2,,
mountain,cocker spaniel,top5,1,1,,
mountain,colobus,top1,1,2,,
mountain,common iguana,top5,1,1,,
mountain,coral reef,top5,1,1,,
mountain,crane,top5,1,1,,
mountain,crash helmet,top1,1,3,,
mountain,crate,top5,1,1,,
mountain,crutch,top1,1,2,,
mountain,cucumber,top5,1,1,,
mountain,curly-coated retriever,top5,1,1,,
mountain,custard apple,top5,1,1,,
mountain,diamondback,top5,1,1,,
mountain,digital clock,top5,1,1,,
mountain,disk brake,top5,1,1,,
mountain,dugong,top5,1,1,,
mountain,eel,top5,1,1,,
mountain,electric guitar,top5,1,1,,
mountain,electric ray,top5,1,1,,
mountain,fireboat,top1,1,3,,
mountain,flamingo,top1,1,1,,
mountain,flamingo,top5,1,1,,
mountain,flat-coated retriever,top5,1,1,,
mountain,frilled lizard,top5,1,1,,
mountain,fur coat,top5,1,1,,
mountain,gong,top5,1,1,,
mountain,great white shark,top1,1,3,,
mountain,grey fox,top5,1,1,,
mountain,grey whale,top1,1,2,,
mountain,groom,top5,1,1,,
mountain,half track,top5,1,1,,
mountain,hammerhead,top5,1,1,,
mountain,handkerchief,top5,1,1,,
mountain,hare,top5,1,1,,
mountain,hay,top1,1,3,,
mountain,hen,top1,1,2,,
mountain,hippopotamus,top1,1,1,,
mountain,hippopotamus,top5,1,1,,
mountain,hog,top5,1,1,,
mountain,home theater,top5,1,1,,
mountain,honeycomb,top5,1,1,,
mountain,hoopskirt,top5,1,1,,
mountain,horned viper,top5,1,1,,
mountain,jean,top5,1,1,,
mountain,jersey,top5,1,1,,
mountain,jinrikisha,top5,1,1,,
mountain,junco,top5,1,1,,
mountain,king crab,top5,1,1,,
mountain,knot,top5,1,1,,
mountain,komondor,top1,1,3,,
mountain,lab coat,top5,1,1,,
mountain,lemon,top5,1,1,,
mountain,lion,top5,1,1,,
mountain,lorikeet,top5,1,1,,
mountain,lynx,top5,1,1,,
mountain,macaque,top5,1,1,,
mountain,mailbox,top5,1,1,,
mountain,maillot,top5,1,1,,
mountain,maillot tank suit,top5,1,1,,
mountain,malamute,top5,1,1,,
mountain,meat loaf,top5,1,1,,
mountain,meerkat,top1,1,2,,
mountain,microphone,top5,1,1,,
mountain,milk can,top5,1,1,,
mountain,missile,top1,1,3,,
mountain,moped,top1,1,3,,
mountain,mortar,top5,1,1,,
mountain,mosque,top5,1,1,,
mountain,moving van,top1,1,3,,
mountain,nail,top5,1,1,,
mountain,orangutan,top5,1,1,,
mountain,ostrich,top5,1,1,,
mountain,otter,top5,1,1,,
mountain,ox,top1,1,2,,
mountain,paintbrush,top1,1,1,,
mountain,paintbrush,top5,1,1,,
mountain,parachute,top1,1,3,,
mountain,patas,top5,1,1,,
mountain,picket fence,top5,1,1,,
mountain,pier,top1,1,2,,
mountain,plastic bag,top1,1,3,,
mountain,platypus,top1,1,1,,
mountain,platypus,top5,1,1,,
mountain,porcupine,top1,1,2,,
mountain,pot,top5,1,1,,
mountain,potter's wheel,top1,1,1,,
mountain,potter's wheel,top5,1,1,,
mountain,puffer,top5,1,1,,
mountain,ram,top1,1,3,,
mountain,rapeseed,top5,1,1,,
mountain,red wine,top1,1,1,,
mountain,red wine,top5,1,1,,
mountain,rotisserie,top5,1,1,,
mountain,schipperke,top5,1,1,,
mountain,scorpion,top5,1,1,,
mountain,sea anemone,top5,1,1,,
mountain,sea urchin,top1,1,2,,
mountain,shopping basket,top5,1,1,,
mountain,shovel,top1,1,3,,
mountain,shower curtain,top5,1,1,,
mountain,skunk,top5,1,1,,
mountain,sliding door,top1,1,1,,
mountain,sliding door,top5,1,1,,
mountain,sorrel,top5,1,1,,
mountain,speedboat,top1,1,3,,
mountain,spider web,top1,1,1,,
mountain,spider web,top5,1,1,,
mountain,sports car,top5,1,1,,
mountain,standard poodle,top5,1,1,,
mountain,stingray,top5,1,1,,
mountain,stole,top1,1,3,,
mountain,street sign,top1,1,1,,
mountain,street sign,top5,1,1,,
mountain,streetcar,top5,1,1,,
mountain,stretcher,top1,1,3,,
mountain,sundial,top1,1,2,,
mountain,sunglass,top5,1,1,,
mountain,swimming trunks,top1,1,1,,
mountain,swimming trunks,top5,1,1,,
mountain,swing,top1,1,3,,
mountain,terrapin,top5,1,1,,
mountain,thatch,top1,1,3,,
mountain,theater curtain,top1,1,3,,
mountain,thresher,top5,1,1,,
mountain,tiger shark,top1,1,3,,
mountain,titi,top5,1,1,,
mountain,tobacco shop,top5,1,1,,
mountain,totem pole,top5,1,1,,
mountain,toyshop,top5,1,1,,
mountain,traffic light,top5,1,1,,
mountain,trailer truck,top1,1,3,,
mountain,triceratops,top5,1,1,,
mountain,umbrella,top5,1,1,,
mountain,velvet,top1,1,3,,
mountain,volleyball,top5,1,1,,
mountain,vulture,top5,1,1,,
mountain,wallaby,top5,1,1,,
mountain,wardrobe,top5,1,1,,
mountain,warplane,top5,1,1,,
mountain,warthog,top5,1,1,,
mountain,water buffalo,top1,1,1,,
mountain,water buffalo,top5,1,1,,
mountain,water snake,top5,1,1,,
mountain,web site,top1,1,1,,
mountain,web site,top5,1,1,,
mountain,whippet,top5,1,1,,
mountain,whiptail,top5,1,1,,
mountain,white wolf,top1,1,3,,
mountain,wild boar,top5,1,1,,
mountain,wombat,top5,1,1,,
mountain,wool,top5,1,1,,
mountain,yawl,top5,1,1,,
mountain,zebra,top5,1,1,,
mountain,zucchini,top5,1,1,,
sea,seashore,top5,917,3,,
sea,lakeside,top5,690,3,,
sea,promontory,top5,617,3,,
sea,sandbar,top5,512,3,,
sea,seashore,top1,401,3,,
sea,cliff,top5,316,3,,
sea,breakwater,top5,306,3,,
sea,dock,top5,216,3,,
sea,beacon,top5,164,3,,
sea,speedboat,top5,157,3,,
sea,wreck,top5,146,3,,
sea,valley,top5,137,3,,
sea,promontory,top1,136,3,,
sea,grey whale,top5,116,3,,
sea,sandbar,top1,111,3,,
sea,submarine,top5,109,3,,
sea,boathouse,top5,108,3,,
sea,volcano,top5,107,3,,
sea,lakeside,top1,103,3,,
sea,killer whale,top5,102,3,,
sea,drilling platform,top5,92,3,,
sea,pier,top5,92,3,,
sea,paddle,top5,90,3,,
sea,canoe,top5,85,3,,
sea,geyser,top5,83,3,,
sea,schooner,top5,82,3,,
sea,dam,top5,81,3,,
sea,fireboat,top5,81,3,,
sea,swimming trunks,top5,79,3,,
sea,catamaran,top5,76,3,,
sea,dock,top1,68,3,,
sea,trimaran,top5,67,3,,
sea,liner,top5,66,3,,
sea,aircraft carrier,top5,61,3,,
sea,lifeboat,top5,61,3,,
sea,amphibian,top5,60,3,,
sea,speedboat,top1,60,3,,
sea,container ship,top5,50,3,,
sea,pirate,top5,50,3,,
sea,yawl,top5,49,3,,
sea,snorkel,top5,48,3,,
sea,great white shark,top5,46,3,,
sea,alp,top5,42,3,,
sea,sea lion,top5,36,3,,
sea,leatherback turtle,top5,35,3,,
sea,gondola,top5,34,3,,
sea,maillot tank suit,top5,34,3,,
sea,cliff,top1,32,3,,
sea,bikini,top5,31,3,,
sea,sarong,top5,27,3,,
sea,breakwater,top1,26,3,,
sea,killer whale,top1,25,3,,
sea,crane,top5,24,3,,
sea,castle,top5,23,3,,
sea,pole,top5,23,3,,
sea,aircraft carrier,top1,21,3,,
sea,albatross,top5,20,3,,
sea,steel arch bridge,top5,20,3,,
sea,coral reef,top5,19,3,,
sea,gar,top5,19,3,,
sea,paddle,top1,19,3,,
sea,catamaran,top1,18,3,,
sea,paddlewheel,top5,18,3,,
sea,worm fence,top5,18,3,,
sea,beacon,top1,17,3,,
sea,drilling platform,top1,17,3,,
sea,fountain,top5,17,3,,
sea,pier,top1,17,3,,
sea,volcano,top1,17,3,,
sea,bathing cap,top5,16,3,,
sea,geyser,top1,16,3,,
sea,submarine,top1,16,3,,
sea,grey whale,top1,15,3,,
sea,maillot,top5,15,3,,
sea,tiger shark,top5,15,3,,
sea,swimming trunks,top1,14,3,,
sea,wreck,top1,14,3,,
sea,liner,top1,13,3,,
sea,loggerhead,top5,13,3,,
sea,parachute,top5,13,3,,
sea,sea lion,top1,13,3,,
sea,trimaran,top1,13,3,,
sea,canoe,top1,12,3,,
sea,coho,top5,12,3,,
sea,dam,top1,12,3,,
sea,fireboat,top1,12,3,,
sea,hammerhead,top5,12,3,,
sea,ice bear,top5,12,3,,
sea,scuba diver,top5,12,3,,
sea,ski,top5,12,3,,
sea,sturgeon,top5,12,3,,
sea,suspension bridge,top5,12,3,,
sea,valley,top1,12,3,,
sea,boathouse,top1,11,3,,
sea,container ship,top1,11,3,,
sea,mobile home,top5,11,3,,
sea,otter,top5,11,3,,
sea,palace,top5,11,3,,
sea,reel,top5,11,3,,
sea,solar dish,top5,11,3,,
sea,Arabian camel,top5,10,3,,
sea,dugong,top5,10,3,,
sea,megalith,top5,10,3,,
sea,pirate,top1,10,3,,
sea,electric ray,top5,9,3,,
sea,great white shark,top1,9,3,,
sea,patio,top5,9,3,,
sea,planetarium,top5,9,3,,
sea,snorkel,top1,9,3,,
sea,bannister,top5,8,3,,
sea,barracouta,top5,8,3,,
sea,hippopotamus,top5,8,3,,
sea,lifeboat,top1,8,3,,
sea,maze,top5,8,3,,
sea,pelican,top5,8,3,,
sea,volleyball,top5,8,3,,
sea,wing,top5,8,3,,
sea,airship,top5,7,3,,
sea,borzoi,top5,7,3,,
sea,dalmatian,top5,7,3,,
sea,gondola,top1,7,3,,
sea,gown,top5,7,3,,
sea,greenhouse,top5,7,3,,
sea,mountain tent,top5,7,2,,
sea,pole,top1,7,3,,
sea,schooner,top1,7,3,,
sea,space shuttle,top5,7,2,,
sea,yurt,top5,7,3,,
sea,Siberian husky,top5,6,3,,
sea,castle,top1,6,3,,
sea,hoopskirt,top5,6,3,,
sea,kelpie,top5,6,3,,
sea,missile,top5,6,3,,
sea,red-breasted merganser,top5,6,3,,
sea,shovel,top5,6,3,,
sea,yawl,top1,6,3,,
sea,Lakeland terrier,top5,5,3,,
sea,West Highland white terrier,top5,5,3,,
sea,alp,top1,5,3,,
sea,balloon,top5,5,3,,
sea,bell cote,top5,5,3,,
sea,bikini,top1,5,3,,
sea,dome,top5,5,3,,
sea,folding chair,top5,5,3,,
sea,malamute,top5,5,3,,
sea,monastery,top5,5,3,,
sea,mosque,top5,5,3,,
sea,oystercatcher,top5,5,3,,
sea,parallel bars,top5,5,3,,
sea,plastic bag,top5,5,3,,
sea,plow,top5,5,3,,
sea,radio telescope,top5,5,3,,
sea,recreational vehicle,top5,5,2,,
sea,redbone,top5,5,3,,
sea,spotlight,top5,5,3,,
sea,stage,top5,5,3,,
sea,sunglass,top5,5,3,,
sea,web site,top5,5,3,,
sea,worm fence,top1,5,3,,
sea,German short-haired pointer,top5,4,2,,
sea,Great Pyrenees,top5,4,3,,
sea,Staffordshire bullterrier,top5,4,2,,
sea,barn,top5,4,3,,
sea,bobsled,top5,4,3,,
sea,bucket,top5,4,3,,
sea,cannon,top5,4,3,,
sea,conch,top5,4,2,,
sea,convertible,top5,4,3,,
sea,dingo,top5,4,2,,
sea,dining table,top5,4,3,,
sea,flagpole,top5,4,2,,
sea,hook,top5,4,3,,
sea,kuvasz,top5,4,3,,
sea,leatherback turtle,top1,4,3,,
sea,lumbermill,top5,4,3,,
sea,mobile home,top1,4,3,,
sea,monitor,top5,4,2,,
sea,park bench,top5,4,2,,
sea,picket fence,top5,4,2,,
sea,projectile,top5,4,2,,
sea,sarong,top1,4,3,,
sea,television,top5,4,3,,
sea,thatch,top5,4,2,,
sea,tripod,top5,4,3,,
sea,water buffalo,top5,4,2,,
sea,African crocodile,top5,3,2,,
sea,Arabian camel,top1,3,3,,
sea,French bulldog,top5,3,2,,
sea,Greater Swiss Mountain dog,top5,3,3,,
sea,West Highland white terrier,top1,3,3,,
sea,albatross,top1,3,3,,
sea,amphibian,top1,3,3,,
sea,ashcan,top5,3,2,,
sea,beaver,top5,3,1,,
sea,bluetick,top5,3,2,,
sea,car wheel,top5,3,3,,
sea,cheetah,top5,3,3,,
sea,church,top5,3,3,,
sea,cinema,top5,3,3,,
sea,coho,top1,3,3,,
sea,convertible,top1,3,3,,
sea,dogsled,top5,3,3,,
sea,fountain,top1,3,3,,
sea,giant schnauzer,top5,3,3,,
sea,golfcart,top5,3,2,,
sea,groom,top5,3,3,,
sea,hammerhead,top1,3,3,,
sea,jellyfish,top1,3,3,,
sea,jellyfish,top5,3,3,,
sea,king penguin,top5,3,2,,
sea,komondor,top5,3,2,,
sea,megalith,top1,3,3,,
sea,mink,top5,3,2,,
sea,obelisk,top5,3,2,,
sea,overskirt,top5,3,3,,
sea,parachute,top1,3,3,,
sea,pickup,top5,3,3,,
sea,pot,top5,3,1,,
sea,prison,top5,3,2,,
sea,racer,top5,3,2,,
sea,restaurant,top5,3,3,,
sea,rocking chair,top5,3,3,,
sea,ski,top1,3,3,,
sea,snowmobile,top5,3,1,,
sea,snowplow,top5,3,2,,
sea,sports car,top5,3,3,,
sea,steam locomotive,top5,3,3,,
sea,stone wall,top5,3,2,,
sea,stupa,top5,3,2,,
sea,sunglass,top1,3,3,,
sea,sunglasses,top5,3,3,,
sea,television,top1,3,3,,
sea,theater curtain,top5,3,3,,
sea,tiger shark,top1,3,3,,
sea,torch,top5,3,3,,
sea,trailer truck,top5,3,2,,
sea,umbrella,top5,3,3,,
sea,vizsla,top5,3,2,,
sea,whippet,top5,3,2,,
sea,African hunting dog,top5,2,2,,
sea,American coot,top5,2,2,,
sea,Chesapeake Bay retriever,top5,2,2,,
sea,English setter,top5,2,2,,
sea,EntleBucher,top5,2,2,,
sea,French bulldog,top1,2,2,,
sea,Great Dane,top5,2,1,,
sea,Indian cobra,top5,2,2,,
sea,Kerry blue terrier,top5,2,2,,
sea,Old English sheepdog,top5,2,2,,
sea,Rottweiler,top5,2,2,,
sea,Samoyed,top5,2,1,,
sea,bannister,top1,2,3,,
sea,barn,top1,2,3,,
sea,beach wagon,top5,2,2,,
sea,book jacket,top5,2,2,,
sea,bow,top5,2,2,,
sea,chainlink fence,top5,2,2,,
sea,curly-coated retriever,top5,2,2,,
sea,dowitcher,top5,2,2,,
sea,electric ray,top1,2,3,,
sea,folding chair,top1,2,3,,
sea,forklift,top5,2,2,,
sea,gar,top1,2,3,,
sea,garbage truck,top5,2,1,,
sea,go-kart,top1,2,2,,
sea,go-kart,top5,2,2,,
sea,gown,top1,2,3,,
sea,hen-of-the-woods,top5,2,2,,
sea,hyena,top5,2,2,,
sea,ibex,top5,2,1,,
sea,jeep,top5,2,2,,
sea,library,top5,2,2,,
sea,little blue heron,top5,2,1,,
sea,mask,top5,2,2,,
sea,maypole,top5,2,2,,
sea,mosque,top1,2,3,,
sea,moving van,top5,2,2,,
sea,oxcart,top5,2,2,,
sea,reel,top1,2,3,,
sea,restaurant,top1,2,3,,
sea,schipperke,top5,2,2,,
sea,shopping cart,top5,2,2,,
sea,shovel,top1,2,3,,
sea,soft-coated wheaten terrier,top5,2,2,,
sea,stage,top1,2,3,,
sea,standard schnauzer,top5,2,2,,
sea,steam locomotive,top1,2,3,,
sea,street sign,top5,2,2,,
sea,sturgeon,top1,2,3,,
sea,sweatshirt,top5,2,2,,
sea,swing,top5,2,2,,
sea,tank,top5,2,1,,
sea,thresher,top5,2,2,,
sea,torch,top1,2,3,,
sea,trench coat,top5,2,2,,
sea,weasel,top5,2,2,,
sea,African hunting dog,top1,1,2,,
sea,Airedale,top5,1,1,,
sea,American Staffordshire terrier,top5,1,1,,
sea,American egret,top5,1,1,,
sea,Arctic fox,top5,1,1,,
sea,Bouvier des Flandres,top1,1,1,,
sea,Bouvier des Flandres,top5,1,1,,
sea,Doberman,top5,1,1,,
sea,English foxhound,top1,1,1,,
sea,English foxhound,top5,1,1,,
sea,English setter,top1,1,2,,
sea,English springer,top5,1,1,,
sea,EntleBucher,top1,1,2,,
sea,Eskimo dog,top5,1,1,,
sea,Gordon setter,top5,1,1,,
sea,Great Pyrenees,top1,1,3,,
sea,Italian greyhound,top5,1,1,,
sea,Labrador retriever,top5,1,1,,
sea,Lhasa,top5,1,1,,
sea,Maltese dog,top5,1,1,,
sea,Norfolk terrier,top5,1,1,,
sea,Norwegian elkhound,top5,1,1,,
sea,Norwich terrier,top5,1,1,,
sea,Old English sheepdog,top1,1,2,,
sea,Rhodesian ridgeback,top5,1,1,,
sea,Saluki,top5,1,1,,
sea,Scotch terrier,top5,1,1,,
sea,Siberian husky,top1,1,3,,
sea,Tibetan terrier,top5,1,1,,
sea,Walker hound,top5,1,1,,
sea,abaya,top5,1,1,,
sea,airship,top1,1,3,,
sea,altar,top5,1,1,,
sea,analog clock,top5,1,1,,
sea,ashcan,top1,1,2,,
sea,assault rifle,top5,1,1,,
sea,balance beam,top5,1,1,,
sea,banded gecko,top5,1,1,,
sea,barn spider,top1,1,1,,
sea,barn spider,top5,1,1,,
sea,barrel,top5,1,1,,
sea,barrow,top5,1,1,,
sea,bathtub,top1,1,1,,
sea,bathtub,top5,1,1,,
sea,bell cote,top1,1,3,,
sea,bicycle-built-for-two,top5,1,1,,
sea,binoculars,top5,1,1,,
sea,bison,top5,1,1,,
sea,black grouse,top5,1,1,,
sea,black stork,top5,1,1,,
sea,black swan,top5,1,1,,
sea,bluetick,top1,1,2,,
sea,brown bear,top5,1,1,,
sea,bucket,top1,1,3,,
sea,bullet train,top5,1,1,,
sea,car mirror,top5,1,1,,
sea,cardoon,top5,1,1,,
sea,cassette,top5,1,1,,
sea,chainlink fence,top1,1,2,,
sea,chimpanzee,top5,1,1,,
sea,cliff dwelling,top5,1,1,,
sea,cloak,top5,1,1,,
sea,comic book,top5,1,1,,
sea,conch,top1,1,2,,
sea,cougar,top5,1,1,,
sea,crutch,top5,1,1,,
sea,curly-coated retriever,top1,1,2,,
sea,diaper,top1,1,1,,
sea,diaper,top5,1,1,,
sea,dugong,top1,1,3,,
sea,ear,top5,1,1,,
sea,eel,top5,1,1,,
sea,electric locomotive,top5,1,1,,
sea,entertainment center,top5,1,1,,
sea,fiddler crab,top5,1,1,,
sea,flat-coated retriever,top5,1,1,,
sea,freight car,top5,1,1,,
sea,frilled lizard,top5,1,1,,
sea,fur coat,top5,1,1,,
sea,gazelle,top5,1,1,,
sea,giant schnauzer,top1,1,3,,
sea,gong,top5,1,1,,
sea,goose,top5,1,1,,
sea,green mamba,top5,1,1,,
sea,greenhouse,top1,1,3,,
sea,groom,top1,1,3,,
sea,ground beetle,top5,1,1,,
sea,guillotine,top5,1,1,,
sea,hair slide,top1,1,1,,
sea,hair slide,top5,1,1,,
sea,handkerchief,top5,1,1,,
sea,hare,top5,1,1,,
sea,harp,top5,1,1,,
sea,hartebeest,top5,1,1,,
sea,hatchet,top5,1,1,,
sea,hay,top5,1,1,,
sea,hippopotamus,top1,1,3,,
sea,hog,top5,1,1,,
sea,home theater,top5,1,1,,
sea,hoopskirt,top1,1,3,,
sea,horse cart,top5,1,1,,
sea,hyena,top1,1,2,,
sea,iron,top5,1,1,,
sea,knee pad,top5,1,1,,
sea,knot,top1,1,1,,
sea,knot,top5,1,1,,
sea,kuvasz,top1,1,3,,
sea,lab coat,top5,1,1,,
sea,limousine,top5,1,1,,
sea,llama,top5,1,1,,
sea,lumbermill,top1,1,3,,
sea,lycaenid,top5,1,1,,
sea,maraca,top5,1,1,,
sea,marmot,top5,1,1,,
sea,maypole,top1,1,2,,
sea,maze,top1,1,3,,
sea,military uniform,top5,1,1,,
sea,miniature pinscher,top5,1,1,,
sea,miniature schnauzer,top5,1,1,,
sea,mixing bowl,top5,1,1,,
sea,mosquito net,top5,1,1,,
sea,mountain bike,top5,1,1,,
sea,nail,top5,1,1,,
sea,nematode,top5,1,1,,
sea,night snake,top5,1,1,,
sea,paintbrush,top5,1,1,,
sea,palace,top1,1,3,,
sea,park bench,top1,1,2,,
sea,peacock,top5,1,1,,
sea,pedestal,top5,1,1,,
sea,ping-pong ball,top5,1,1,,
sea,plate rack,top5,1,1,,
sea,plow,top1,1,3,,
sea,pot,top1,1,1,,
sea,potter's wheel,top5,1,1,,
sea,prairie chicken,top5,1,1,,
sea,pug,top1,1,1,,
sea,pug,top5,1,1,,
sea,radio telescope,top1,1,3,,
sea,rain barrel,top5,1,1,,
sea,rapeseed,top5,1,1,,
sea,redbone,top1,1,3,,
sea,redshank,top5,1,1,,
sea,rhinoceros beetle,top5,1,1,,
sea,rifle,top5,1,1,,
sea,rock crab,top5,1,1,,
sea,rocking chair,top1,1,3,,
sea,rule,top5,1,1,,
sea,schipperke,top1,1,2,,
sea,scorpion,top1,1,1,,
sea,scorpion,top5,1,1,,
sea,screen,top5,1,1,,
sea,scuba diver,top1,1,3,,
sea,sea snake,top5,1,1,,
sea,shopping basket,top5,1,1,,
sea,shopping cart,top1,1,2,,
sea,sleeping bag,top1,1,1,,
sea,sleeping bag,top5,1,1,,
sea,snail,top5,1,1,,
sea,snow leopard,top5,1,1,,
sea,solar dish,top1,1,3,,
sea,spider web,top5,1,1,,
sea,spindle,top5,1,1,,
sea,standard schnauzer,top1,1,2,,
sea,steel arch bridge,top1,1,3,,
sea,stingray,top5,1,1,,
sea,stole,top5,1,1,,
sea,stone wall,top1,1,2,,
sea,suspension bridge,top1,1,3,,
sea,swab,top5,1,1,,
sea,sweatshirt,top1,1,2,,
sea,terrapin,top5,1,1,,
sea,tiger,top1,1,1,,
sea,tiger,top5,1,1,,
sea,trailer truck,top1,1,2,,
sea,tricycle,top5,1,1,,
sea,tripod,top1,1,3,,
sea,umbrella,top1,1,3,,
sea,unicycle,top5,1,1,,
sea,viaduct,top5,1,1,,
sea,warplane,top5,1,1,,
sea,water ouzel,top5,1,1,,
sea,water snake,top5,1,1,,
sea,weevil,top5,1,1,,
sea,wig,top5,1,1,,
sea,window screen,top5,1,1,,
sea,wire-haired fox terrier,top5,1,1,,
sea,wood rabbit,top5,1,1,,
sea,yellow lady's slipper,top5,1,1,,
street,streetcar,top5,270,3,,
street,prison,top5,199,3,,
street,traffic light,top5,178,3,,
street,palace,top5,167,3,,
street,bell cote,top5,166,3,,
street,jinrikisha,top5,164,3,,
street,unicycle,top5,162,3,,
street,lakeside,top5,146,3,,
street,cab,top5,134,3,,
street,monastery,top5,134,3,,
street,trailer truck,top5,131,3,,
street,street sign,top5,113,3,,
street,trolleybus,top5,107,3,,
street,pier,top5,102,3,,
street,prison,top1,98,3,,
street,seashore,top5,95,3,,
street,obelisk,top5,91,3,,
street,triumphal arch,top5,88,3,,
street,passenger car,top5,86,3,,
street,vault,top5,86,3,,
street,cinema,top5,83,3,,
street,limousine,top5,78,3,,
street,mobile home,top5,77,3,,
street,streetcar,top1,77,3,,
street,crutch,top5,76,3,,
street,moving van,top5,68,3,,
street,dam,top5,67,3,,
street,bicycle-built-for-two,top5,65,3,,
street,valley,top5,65,3,,
street,steel arch bridge,top5,64,3,,
street,moped,top5,61,3,,
street,mosque,top5,61,3,,
street,church,top5,60,3,,
street,alp,top5,59,3,,
street,flagpole,top5,59,3,,
street,patio,top5,58,3,,
street,garbage truck,top5,57,3,,
street,pole,top5,56,3,,
street,worm fence,top5,55,3,,
street,castle,top5,54,3,,
street,tow truck,top5,51,3,,
street,trailer truck,top1,50,3,,
street,bannister,top5,49,3,,
street,crane,top5,49,3,,
street,palace,top1,48,3,,
street,planetarium,top5,48,3,,
street,solar dish,top5,48,3,,
street,suspension bridge,top5,48,3,,
street,tobacco shop,top5,48,3,,
street,jinrikisha,top1,47,3,,
street,tricycle,top5,47,3,,
street,dock,top5,46,3,,
street,lumbermill,top5,46,3,,
street,fountain,top5,45,3,,
street,bullet train,top5,43,3,,
street,scoreboard,top5,43,3,,
street,maze,top5,41,3,,
street,minibus,top5,41,3,,
street,racer,top5,41,3,,
street,boathouse,top5,40,3,,
street,viaduct,top5,39,3,,
street,minivan,top5,38,3,,
street,unicycle,top1,38,3,,
street,airship,top5,37,3,,
street,library,top5,37,3,,
street,bearskin,top5,36,3,,
street,motor scooter,top5,36,3,,
street,street sign,top1,36,3,,
street,freight car,top5,35,3,,
street,lakeside,top1,35,3,,
street,umbrella,top5,35,3,,
street,restaurant,top5,34,3,,
street,traffic light,top1,34,3,,
street,gondola,top5,33,3,,
street,cliff,top5,32,3,,
street,crutch,top1,32,3,,
street,police van,top5,32,3,,
street,horse cart,top5,31,3,,
street,miniskirt,top5,31,3,,
street,parking meter,top5,31,3,,
street,mountain bike,top5,30,3,,
street,promontory,top5,30,3,,
street,steam locomotive,top5,30,3,,
street,bell cote,top1,29,3,,
