thesis_class,label,source_table,count,models_seen_in,decision,reason
glacier,radio telescope,top5,7,3,,
glacier,sarong,top5,7,3,,
glacier,swab,top5,7,3,,
glacier,tractor,top5,7,3,,
glacier,whippet,top5,7,3,,
glacier,Cardigan,top5,6,3,,
glacier,Kerry blue terrier,top5,6,3,,
glacier,Labrador retriever,top5,6,3,,
glacier,bannister,top5,6,3,,
glacier,beaver,top5,6,3,,
glacier,bobsled,top1,6,3,,
glacier,borzoi,top5,6,2,,
glacier,bow,top5,6,3,,
glacier,broom,top5,6,2,,
glacier,clumber,top5,6,3,,
glacier,coral reef,top5,6,3,,
glacier,drake,top1,6,3,,
glacier,jeep,top5,6,3,,
glacier,kite,top5,6,3,,
glacier,manhole cover,top5,6,3,,
glacier,monitor,top5,6,2,,
glacier,ruddy turnstone,top5,6,3,,
glacier,sea lion,top1,6,3,,
glacier,trailer truck,top5,6,3,,
glacier,trilobite,top5,6,3,,
glacier,American alligator,top5,5,2,,
glacier,Sealyham terrier,top5,5,2,,
glacier,West Highland white terrier,top5,5,3,,
glacier,bathing cap,top5,5,3,,
glacier,bison,top5,5,2,,
glacier,brown bear,top5,5,2,,
glacier,canoe,top1,5,3,,
glacier,castle,top5,5,3,,
glacier,coho,top1,5,3,,
glacier,cougar,top5,5,3,,
glacier,flat-coated retriever,top5,5,3,,
glacier,giant schnauzer,top5,5,3,,
glacier,hippopotamus,top5,5,3,,
glacier,jellyfish,top1,5,3,,
glacier,junco,top5,5,3,,
glacier,maillot tank suit,top5,5,3,,
glacier,mortar,top5,5,3,,
glacier,pelican,top1,5,3,,
glacier,pirate,top5,5,3,,
glacier,quill,top5,5,3,,
glacier,red-backed sandpiper,top5,5,3,,
glacier,redshank,top5,5,3,,
glacier,screen,top5,5,3,,
glacier,stage,top5,5,3,,
glacier,standard poodle,top5,5,3,,
glacier,umbrella,top5,5,3,,
glacier,unicycle,top5,5,3,,
glacier,water ouzel,top5,5,3,,
glacier,web site,top5,5,3,,
glacier,window screen,top5,5,3,,
glacier,window shade,top5,5,3,,
glacier,yawl,top1,5,3,,
glacier,Appenzeller,top5,4,3,,
glacier,aircraft carrier,top1,4,3,,
glacier,airship,top1,4,3,,
glacier,apiary,top5,4,3,,
glacier,balloon,top5,4,3,,
glacier,barracouta,top5,4,3,,
glacier,binoculars,top5,4,2,,
glacier,bonnet,top5,4,2,,
glacier,catamaran,top1,4,3,,
glacier,dingo,top5,4,2,,
glacier,dugong,top1,4,3,,
glacier,feather boa,top5,4,3,,
glacier,flagpole,top5,4,3,,
glacier,great white shark,top1,4,3,,
glacier,harvester,top5,4,3,,
glacier,head cabbage,top5,4,3,,
glacier,honeycomb,top5,4,3,,
glacier,knee pad,top5,4,3,,
glacier,knot,top5,4,3,,
glacier,leatherback turtle,top1,4,3,,
glacier,maze,top1,4,3,,
glacier,minivan,top5,4,2,,
glacier,mink,top5,4,3,,
glacier,nail,top5,4,2,,
glacier,oxygen mask,top5,4,2,,
glacier,parachute,top1,4,3,,
glacier,pole,top1,4,3,,
glacier,prison,top5,4,2,,
glacier,ram,top5,4,2,,
glacier,school bus,top5,4,3,,
glacier,scuba diver,top5,4,2,,
glacier,space shuttle,top5,4,2,,
glacier,steel arch bridge,top5,4,2,,
glacier,stone wall,top1,4,3,,
glacier,studio couch,top5,4,2,,
glacier,sulphur-crested cockatoo,top5,4,2,,
glacier,sweatshirt,top5,4,3,,
glacier,swimming trunks,top5,4,3,,
glacier,swing,top5,4,1,,
glacier,television,top1,4,3,,
glacier,thresher,top5,4,3,,
glacier,tiger shark,top1,4,3,,
glacier,tow truck,top5,4,3,,
glacier,velvet,top5,4,3,,
glacier,warplane,top1,4,3,,
glacier,American egret,top5,3,3,,
glacier,Arabian camel,top5,3,2,,
glacier,Blenheim spaniel,top5,3,3,,
glacier,Chesapeake Bay retriever,top5,3,2,,
glacier,Chihuahua,top5,3,2,,
glacier,EntleBucher,top5,3,2,,
glacier,Gordon setter,top5,3,2,,
glacier,Ibizan hound,top5,3,2,,
glacier,Japanese spaniel,top5,3,3,,
glacier,Newfoundland,top5,3,3,,
glacier,Samoyed,top1,3,3,,
glacier,Welsh springer spaniel,top5,3,3,,
glacier,abaya,top1,3,3,,
glacier,amphibian,top1,3,3,,
glacier,bald eagle,top1,3,3,,
glacier,bald eagle,top5,3,3,,
glacier,balloon,top1,3,3,,
glacier,bathtub,top1,3,3,,
glacier,beaver,top1,3,3,,
glacier,bikini,top5,3,3,,
glacier,black stork,top5,3,3,,
glacier,black swan,top5,3,2,,
glacier,brassiere,top5,3,2,,
glacier,car mirror,top5,3,3,,
glacier,chain,top5,3,3,,
glacier,chambered nautilus,top5,3,2,,
glacier,cradle,top5,3,1,,
glacier,crane bird,top5,3,2,,
glacier,fire screen,top5,3,3,,
glacier,fly,top5,3,2,,
glacier,fur coat,top5,3,2,,
glacier,hair slide,top5,3,3,,
glacier,hen-of-the-woods,top1,3,3,,
glacier,hog,top5,3,2,,
glacier,home theater,top5,3,1,,
glacier,isopod,top5,3,2,,
glacier,jean,top5,3,3,,
glacier,liner,top1,3,3,,
glacier,lionfish,top5,3,3,,
glacier,lumbermill,top5,3,2,,
glacier,malamute,top5,3,3,,
glacier,mousetrap,top5,3,3,,
glacier,moving van,top5,3,2,,
glacier,necklace,top1,3,2,,
glacier,necklace,top5,3,2,,
glacier,oystercatcher,top1,3,3,,
glacier,paddle,top1,3,3,,
glacier,papillon,top5,3,3,,
glacier,park bench,top1,3,3,,
glacier,prayer rug,top5,3,2,,
glacier,quilt,top1,3,3,,
glacier,recreational vehicle,top5,3,3,,
glacier,robin,top5,3,2,,
glacier,rock crab,top5,3,2,,
glacier,running shoe,top5,3,3,,
glacier,sarong,top1,3,3,,
glacier,schipperke,top5,3,1,,
glacier,snow leopard,top5,3,2,,
glacier,spotlight,top1,3,3,,
glacier,street sign,top5,3,3,,
glacier,sturgeon,top1,3,3,,
glacier,sundial,top1,3,3,,
glacier,swab,top1,3,3,,
glacier,thatch,top5,3,2,,
glacier,theater curtain,top5,3,2,,
glacier,tick,top5,3,2,,
glacier,toilet tissue,top1,3,3,,
glacier,trimaran,top1,3,3,,
glacier,vault,top5,3,3,,
glacier,viaduct,top5,3,2,,
glacier,vulture,top5,3,3,,
glacier,weasel,top1,3,3,,
glacier,weevil,top5,3,3,,
glacier,Afghan hound,top5,2,2,,
glacier,American black bear,top5,2,2,,
glacier,Bouvier des Flandres,top5,2,2,,
glacier,Cardigan,top1,2,3,,
glacier,English setter,top5,2,2,,
glacier,Great Dane,top5,2,1,,
glacier,Great Pyrenees,top1,2,3,,
glacier,Greater Swiss Mountain dog,top1,2,2,,
glacier,Greater Swiss Mountain dog,top5,2,2,,
glacier,Irish wolfhound,top5,2,2,,
glacier,Maltese dog,top5,2,1,,
glacier,ant,top1,2,3,,
glacier,baboon,top5,2,2,,
glacier,bannister,top1,2,3,,
glacier,barn spider,top5,2,2,,
glacier,barrow,top5,2,1,,
glacier,bassinet,top5,2,2,,
glacier,black grouse,top1,2,3,,
glacier,bow,top1,2,3,,
glacier,brain coral,top5,2,1,,
glacier,brambling,top5,2,2,,
glacier,breastplate,top5,2,2,,
glacier,caldron,top5,2,1,,
glacier,car mirror,top1,2,3,,
glacier,chain saw,top5,2,2,,
glacier,cliff dwelling,top1,2,3,,
glacier,cock,top5,2,2,,
glacier,coil,top5,2,1,,
glacier,computer keyboard,top5,2,2,,
glacier,conch,top1,2,3,,
glacier,container ship,top1,2,3,,
glacier,coral fungus,top5,2,1,,
glacier,coyote,top5,2,2,,
glacier,dowitcher,top5,2,2,,
glacier,four-poster,top5,2,1,,
glacier,fox squirrel,top5,2,1,,
glacier,gasmask,top5,2,2,,
glacier,go-kart,top5,2,1,,
glacier,golden retriever,top5,2,2,,
glacier,gorilla,top5,2,2,,
glacier,gown,top1,2,3,,
glacier,groom,top5,2,2,,
glacier,hare,top5,2,2,,
glacier,hen,top5,2,2,,
glacier,hip,top5,2,2,,
glacier,hook,top5,2,2,,
glacier,hoopskirt,top1,2,3,,
glacier,horned viper,top5,2,2,,
glacier,ibex,top1,2,3,,
glacier,jeep,top1,2,3,,
glacier,junco,top1,2,3,,
glacier,lacewing,top5,2,2,,
glacier,letter opener,top5,2,2,,
glacier,mailbox,top5,2,2,,
glacier,maypole,top5,2,1,,
glacier,microphone,top5,2,1,,
glacier,minibus,top5,2,2,,
glacier,mushroom,top5,2,2,,
glacier,overskirt,top5,2,2,,
glacier,oxygen mask,top1,2,2,,
glacier,papillon,top1,2,3,,
glacier,parking meter,top5,2,2,,
glacier,partridge,top1,2,3,,
glacier,passenger car,top5,2,2,,
glacier,picket fence,top5,2,2,,
glacier,planetarium,top5,2,1,,
glacier,plow,top5,2,2,,
glacier,quail,top5,2,2,,
glacier,radiator,top5,2,1,,
glacier,rock crab,top1,2,2,,
glacier,sax,top5,2,2,,
glacier,schooner,top1,2,3,,
glacier,shoji,top5,2,2,,
glacier,shopping cart,top5,2,1,,
glacier,sidewinder,top5,2,2,,
glacier,ski mask,top1,2,3,,
glacier,snorkel,top5,2,2,,
glacier,spiny lobster,top5,2,2,,
glacier,stage,top1,2,3,,
glacier,stingray,top1,2,2,,
glacier,swing,top1,2,1,,
glacier,tile roof,top5,2,2,,
glacier,traffic light,top5,2,2,,
glacier,tray,top5,2,1,,
glacier,trench coat,top5,2,2,,
glacier,tricycle,top5,2,2,,
glacier,trilobite,top1,2,3,,
glacier,trolleybus,top1,2,2,,
glacier,trolleybus,top5,2,2,,
glacier,tub,top1,2,3,,
glacier,umbrella,top1,2,3,,
glacier,washbasin,top5,2,1,,
glacier,worm fence,top5,2,2,,
glacier,African crocodile,top5,1,1,,
glacier,African hunting dog,top5,1,1,,
glacier,American alligator,top1,1,2,,
glacier,American black bear,top1,1,2,,
glacier,American egret,top1,1,3,,
glacier,American lobster,top5,1,1,,
glacier,Angora,top5,1,1,,
glacier,Bedlington terrier,top5,1,1,,
glacier,Blenheim spaniel,top1,1,3,,
glacier,Bouvier des Flandres,top1,1,2,,
glacier,English springer,top5,1,1,,
glacier,European fire salamander,top5,1,1,,
glacier,European gallinule,top5,1,1,,
glacier,French bulldog,top1,1,1,,
glacier,French bulldog,top5,1,1,,
glacier,German shepherd,top5,1,1,,
glacier,Ibizan hound,top1,1,2,,
glacier,Italian greyhound,top5,1,1,,
glacier,Leonberg,top5,1,1,,
glacier,Maltese dog,top1,1,1,,
glacier,Pembroke,top5,1,1,,
glacier,Saint Bernard,top5,1,1,,
glacier,Saluki,top5,1,1,,
glacier,Scotch terrier,top5,1,1,,
glacier,Scottish deerhound,top5,1,1,,
glacier,Sealyham terrier,top1,1,2,,
glacier,Staffordshire bullterrier,top5,1,1,,
glacier,Walker hound,top5,1,1,,
glacier,Weimaraner,top5,1,1,,
glacier,West Highland white terrier,top1,1,3,,
glacier,academic gown,top1,1,1,,
glacier,academic gown,top5,1,1,,
glacier,axolotl,top5,1,1,,
glacier,badger,top5,1,1,,
glacier,bagel,top1,1,1,,
glacier,bagel,top5,1,1,,
glacier,balance beam,top5,1,1,,
glacier,barn spider,top1,1,2,,
glacier,barrel,top5,1,1,,
glacier,basenji,top5,1,1,,
glacier,bassoon,top5,1,1,,
glacier,bath towel,top5,1,1,,
glacier,beacon,top1,1,3,,
glacier,beagle,top5,1,1,,
glacier,bicycle-built-for-two,top5,1,1,,
glacier,black swan,top1,1,2,,
glacier,black-footed ferret,top5,1,1,,
glacier,bloodhound,top5,1,1,,
glacier,bonnet,top1,1,2,,
glacier,book jacket,top5,1,1,,
glacier,borzoi,top1,1,2,,
glacier,brassiere,top1,1,2,,
glacier,briard,top5,1,1,,
glacier,broom,top1,1,2,,
glacier,bucket,top5,1,1,,
glacier,buckeye,top5,1,1,,
glacier,buckle,top5,1,1,,
glacier,bulbul,top5,1,1,,
glacier,candle,top5,1,1,,
glacier,cannon,top5,1,1,,
glacier,cardigan,top5,1,1,,
glacier,carton,top5,1,1,,
glacier,chainlink fence,top5,1,1,,
glacier,chambered nautilus,top1,1,2,,
glacier,chime,top5,1,1,,
glacier,chimpanzee,top5,1,1,,
glacier,chiton,top5,1,1,,
glacier,church,top5,1,1,,
glacier,cleaver,top5,1,1,,
glacier,cloak,top1,1,3,,
glacier,cockroach,top5,1,1,,
glacier,cougar,top1,1,3,,
glacier,cowboy boot,top5,1,1,,
glacier,cowboy hat,top5,1,1,,
glacier,crate,top1,1,1,,
glacier,crate,top5,1,1,,
glacier,crib,top5,1,1,,
glacier,curly-coated retriever,top5,1,1,,
glacier,diaper,top1,1,3,,
glacier,dowitcher,top1,1,2,,
glacier,dragonfly,top5,1,1,,
glacier,earthstar,top5,1,1,,
glacier,eel,top5,1,1,,
glacier,electric ray,top1,1,3,,
glacier,entertainment center,top5,1,1,,
glacier,envelope,top5,1,1,,
glacier,flute,top5,1,1,,
glacier,forklift,top5,1,1,,
glacier,fountain,top1,1,3,,
glacier,garbage truck,top5,1,1,,
glacier,garden spider,top5,1,1,,
glacier,giant panda,top5,1,1,,
glacier,giant schnauzer,top1,1,3,,
glacier,golden retriever,top1,1,2,,
glacier,golf ball,top5,1,1,,
glacier,goose,top1,1,3,,
glacier,gorilla,top1,1,2,,
glacier,groom,top1,1,2,,
glacier,guenon,top5,1,1,,
glacier,gyromitra,top5,1,1,,
glacier,hair slide,top1,1,3,,
glacier,half track,top5,1,1,,
glacier,hammerhead,top1,1,3,,
glacier,harvestman,top5,1,1,,
glacier,hen,top1,1,2,,
glacier,hog,top1,1,2,,
glacier,honeycomb,top1,1,3,,
glacier,horizontal bar,top5,1,1,,
glacier,hornbill,top5,1,1,,
glacier,isopod,top1,1,2,,
glacier,jersey,top5,1,1,,
glacier,jinrikisha,top5,1,1,,
glacier,kelpie,top5,1,1,,
glacier,knot,top1,1,3,,
glacier,komondor,top1,1,2,,
glacier,lab coat,top1,1,1,,
glacier,lab coat,top5,1,1,,
glacier,ladle,top5,1,1,,
glacier,langur,top5,1,1,,
glacier,lawn mower,top5,1,1,,
glacier,lens cap,top5,1,1,,
glacier,limousine,top5,1,1,,
glacier,limpkin,top5,1,1,,
glacier,lionfish,top1,1,3,,
glacier,llama,top5,1,1,,
glacier,loggerhead,top1,1,3,,
glacier,lumbermill,top1,1,2,,
glacier,lynx,top5,1,1,,
glacier,maillot,top5,1,1,,
glacier,malamute,top1,1,3,,
glacier,manhole cover,top1,1,3,,
glacier,matchstick,top5,1,1,,
glacier,measuring cup,top5,1,1,,
glacier,meerkat,top5,1,1,,
glacier,military uniform,top5,1,1,,
glacier,miniature pinscher,top5,1,1,,
glacier,mink,top1,1,3,,
glacier,mongoose,top5,1,1,,
glacier,monitor,top1,1,2,,
glacier,mortar,top1,1,3,,
glacier,mortarboard,top5,1,1,,
glacier,mosquito net,top1,1,3,,
glacier,motor scooter,top5,1,1,,
glacier,moving van,top1,1,2,,
glacier,nail,top1,1,2,,
glacier,nematode,top5,1,1,,
glacier,otter,top1,1,3,,
glacier,ox,top5,1,1,,
glacier,packet,top5,1,1,,
glacier,paddlewheel,top1,1,3,,
glacier,paintbrush,top5,1,1,,
glacier,paper towel,top1,1,3,,
glacier,patas,top1,1,1,,
glacier,patas,top5,1,1,,
glacier,pedestal,top5,1,1,,
glacier,pickelhaube,top5,1,1,,
glacier,pickup,top5,1,1,,
glacier,pier,top1,1,3,,
glacier,pinwheel,top5,1,1,,
glacier,plate rack,top1,1,1,,
glacier,plate rack,top5,1,1,,
glacier,polecat,top5,1,1,,
glacier,porcupine,top5,1,1,,
glacier,power drill,top5,1,1,,
glacier,prairie chicken,top5,1,1,,
glacier,prayer rug,top1,1,2,,
glacier,pretzel,top5,1,1,,
glacier,prison,top1,1,2,,
glacier,puck,top5,1,1,,
glacier,puffer,top5,1,1,,
glacier,pug,top5,1,1,,
glacier,racer,top5,1,1,,
glacier,rain barrel,top5,1,1,,
glacier,redshank,top1,1,3,,
glacier,reel,top5,1,1,,
glacier,refrigerator,top5,1,1,,
glacier,rifle,top5,1,1,,
glacier,ringneck snake,top5,1,1,,
glacier,rock python,top5,1,1,,
glacier,ruffed grouse,top1,1,3,,
glacier,running shoe,top1,1,3,,
glacier,sax,top1,1,2,,
glacier,scabbard,top1,1,1,,
glacier,scabbard,top5,1,1,,
glacier,scorpion,top5,1,1,,
glacier,screw,top5,1,1,,
glacier,screwdriver,top5,1,1,,
glacier,sea cucumber,top1,1,1,,
glacier,sea cucumber,top5,1,1,,
glacier,seat belt,top1,1,1,,
glacier,seat belt,top5,1,1,,
glacier,shield,top5,1,1,,
glacier,shoji,top1,1,2,,
glacier,shower curtain,top1,1,3,,
glacier,skunk,top5,1,1,,
glacier,sleeping bag,top1,1,3,,
glacier,sliding door,top5,1,1,,
glacier,snorkel,top1,1,2,,
glacier,snow leopard,top1,1,2,,
glacier,soccer ball,top5,1,1,,
glacier,sombrero,top5,1,1,,
glacier,spoonbill,top5,1,1,,
glacier,standard schnauzer,top5,1,1,,
glacier,steam locomotive,top5,1,1,,
glacier,stinkhorn,top5,1,1,,
glacier,stole,top5,1,1,,
glacier,streetcar,top5,1,1,,
glacier,stretcher,top1,1,3,,
glacier,stupa,top5,1,1,,
glacier,sunglass,top5,1,1,,
glacier,sweatshirt,top1,1,3,,
glacier,swimming trunks,top1,1,3,,
glacier,tank,top5,1,1,,
glacier,tarantula,top5,1,1,,
glacier,teddy,top5,1,1,,
glacier,tench,top5,1,1,,
glacier,thatch,top1,1,2,,
glacier,tiger beetle,top5,1,1,,
glacier,timber wolf,top5,1,1,,
glacier,toilet seat,top5,1,1,,
glacier,toy poodle,top5,1,1,,
glacier,toy terrier,top5,1,1,,
glacier,trailer truck,top1,1,3,,
glacier,tray,top1,1,1,,
glacier,triceratops,top5,1,1,,
glacier,vase,top5,1,1,,
glacier,vault,top1,1,3,,
glacier,vizsla,top5,1,1,,
glacier,walking stick,top5,1,1,,
glacier,water bottle,top5,1,1,,
glacier,water jug,top5,1,1,,
glacier,water ouzel,top1,1,3,,
glacier,water snake,top5,1,1,,
glacier,whiptail,top5,1,1,,
glacier,window screen,top1,1,3,,
glacier,window shade,top1,1,3,,
glacier,wire-haired fox terrier,top5,1,1,,
glacier,wood rabbit,top5,1,1,,
glacier,wool,top5,1,1,,
glacier,zebra,top5,1,1,,
mountain,valley,top5,996,3,,
mountain,alp,top5,984,3,,
mountain,cliff,top5,749,3,,
mountain,volcano,top5,630,3,,
mountain,promontory,top5,475,3,,
mountain,alp,top1,371,3,,
mountain,mountain tent,top5,331,3,,
mountain,lakeside,top5,289,3,,
mountain,volcano,top1,278,3,,
mountain,valley,top1,253,3,,
mountain,geyser,top5,226,3,,
mountain,seashore,top5,186,3,,
mountain,cliff,top1,175,3,,
mountain,cliff dwelling,top5,149,3,,
mountain,mountain bike,top5,136,3,,
mountain,dam,top5,114,3,,
mountain,ski,top5,94,3,,
mountain,sandbar,top5,64,3,,
mountain,stone wall,top5,64,3,,
mountain,ibex,top5,60,3,,
mountain,lakeside,top1,49,3,,
mountain,snowmobile,top5,48,3,,
mountain,worm fence,top5,44,3,,
mountain,bighorn,top5,43,3,,
mountain,missile,top5,43,3,,
mountain,beacon,top5,41,3,,
mountain,megalith,top5,40,3,,
mountain,geyser,top1,39,3,,
mountain,yurt,top5,38,3,,
mountain,castle,top5,37,3,,
mountain,dogsled,top5,35,3,,
mountain,steam locomotive,top5,35,3,,
mountain,torch,top5,34,3,,
mountain,barn,top5,32,3,,
mountain,cliff dwelling,top1,30,3,,
mountain,projectile,top5,30,3,,
mountain,space shuttle,top5,28,3,,
mountain,Arabian camel,top5,26,3,,
mountain,monastery,top5,26,3,,
mountain,canoe,top5,25,3,,
mountain,mountain bike,top1,25,3,,
mountain,solar dish,top5,25,3,,
mountain,matchstick,top5,24,3,,
mountain,fountain,top5,23,3,,
mountain,suspension bridge,top5,23,3,,
mountain,seashore,top1,22,3,,
mountain,breakwater,top5,21,3,,
mountain,leatherback turtle,top5,21,3,,
mountain,promontory,top1,21,3,,
mountain,thatch,top5,21,3,,
mountain,viaduct,top5,21,3,,
mountain,stove,top5,20,3,,
mountain,unicycle,top5,20,3,,
mountain,boathouse,top5,19,3,,
mountain,snowplow,top5,18,3,,
mountain,lumbermill,top5,17,3,,
mountain,maze,top5,17,3,,
mountain,paddle,top5,17,3,,
mountain,church,top5,16,3,,
mountain,jellyfish,top5,16,3,,
mountain,bicycle-built-for-two,top5,15,3,,
mountain,pole,top5,15,3,,
mountain,caldron,top5,14,3,,
mountain,fire screen,top5,14,3,,
mountain,jeep,top5,13,3,,
mountain,stupa,top5,13,3,,
mountain,wing,top5,13,3,,
mountain,balloon,top5,12,3,,
mountain,worm fence,top1,12,3,,
mountain,wreck,top5,12,3,,
mountain,shovel,top5,11,3,,
mountain,stone wall,top1,11,3,,
mountain,trailer truck,top5,11,3,,
mountain,coho,top5,10,3,,
mountain,ice bear,top5,10,3,,
mountain,marmot,top5,10,3,,
mountain,moped,top5,10,3,,
mountain,radio telescope,top5,10,3,,
mountain,vault,top5,10,3,,
mountain,jack-o'-lantern,top5,9,3,,
mountain,park bench,top5,9,3,,
mountain,quill,top5,9,3,,
mountain,theater curtain,top5,9,3,,
mountain,flagpole,top5,8,3,,
mountain,passenger car,top5,8,3,,
mountain,sea lion,top5,8,3,,
mountain,television,top5,8,3,,
mountain,velvet,top5,8,3,,
mountain,Arctic fox,top5,7,3,,
mountain,canoe,top1,7,3,,
mountain,dam,top1,7,3,,
mountain,fireboat,top5,7,3,,
mountain,goldfish,top5,7,3,,
mountain,jeep,top1,7,3,,
mountain,lumbermill,top1,7,3,,
mountain,mobile home,top5,7,2,,
mountain,parachute,top5,7,3,,
mountain,recreational vehicle,top5,7,3,,
mountain,ski mask,top5,7,3,,
mountain,stretcher,top5,7,3,,
mountain,swing,top5,7,3,,
mountain,triumphal arch,top5,7,3,,
mountain,cannon,top5,6,3,,
mountain,chain saw,top5,6,3,,
mountain,cougar,top5,6,2,,
mountain,grey whale,top5,6,2,,
mountain,hen-of-the-woods,top5,6,3,,
mountain,killer whale,top5,6,2,,
mountain,mosquito net,top5,6,3,,
mountain,ram,top5,6,3,,
mountain,sandbar,top1,6,3,,
mountain,ski,top1,6,3,,
mountain,speedboat,top5,6,3,,
mountain,stole,top5,6,3,,
mountain,tripod,top5,6,3,,
mountain,EntleBucher,top5,5,3,,
mountain,airship,top5,5,3,,
mountain,apiary,top5,5,3,,
mountain,bighorn,top1,5,3,,
mountain,bison,top5,5,2,,
mountain,black grouse,top5,5,3,,
mountain,candle,top5,5,2,,
mountain,hay,top5,5,3,,
mountain,kuvasz,top5,5,3,,
mountain,lighter,top5,5,3,,
mountain,loggerhead,top5,5,3,,
mountain,minivan,top5,5,3,,
mountain,monastery,top1,5,3,,
mountain,motor scooter,top5,5,3,,
mountain,paddle,top1,5,3,,
mountain,palace,top5,5,2,,
mountain,patio,top5,5,3,,
mountain,planetarium,top5,5,2,,
mountain,plastic bag,top5,5,3,,
mountain,ptarmigan,top5,5,2,,
mountain,steel arch bridge,top5,5,3,,
mountain,sturgeon,top5,5,2,,
mountain,submarine,top5,5,3,,
mountain,tiger shark,top5,5,3,,
mountain,viaduct,top1,5,3,,
mountain,water ouzel,top5,5,3,,
mountain,white wolf,top5,5,3,,
mountain,Dutch oven,top5,4,2,,
mountain,Gila monster,top5,4,2,,
mountain,bell cote,top5,4,3,,
mountain,bobsled,top5,4,3,,
mountain,cloak,top5,4,3,,
mountain,crutch,top5,4,2,,
mountain,electric locomotive,top5,4,3,,
mountain,feather boa,top5,4,3,,
mountain,gar,top5,4,3,,
mountain,golfcart,top5,4,2,,
mountain,great white shark,top5,4,3,,
mountain,head cabbage,top5,4,2,,
mountain,ice bear,top1,4,3,,
mountain,jigsaw puzzle,top5,4,3,,
mountain,komondor,top5,4,3,,
mountain,meerkat,top5,4,2,,
mountain,minibus,top5,4,3,,
mountain,mink,top5,4,3,,
mountain,mosquito net,top1,4,3,,
mountain,ox,top5,4,2,,
mountain,pier,top5,4,2,,
mountain,pole,top1,4,3,,
mountain,prison,top5,4,3,,
mountain,schooner,top5,4,2,,
mountain,screen,top5,4,3,,
mountain,snowmobile,top1,4,3,,
mountain,spotlight,top5,4,3,,
mountain,steam locomotive,top1,4,3,,
mountain,tarantula,top5,4,2,,
mountain,tow truck,top5,4,2,,
mountain,wig,top5,4,2,,
mountain,American black bear,top5,3,2,,
mountain,Arabian camel,top1,3,3,,
mountain,Chesapeake Bay retriever,top5,3,3,,
mountain,Great Pyrenees,top5,3,2,,
mountain,albatross,top5,3,2,,
mountain,assault rifle,top5,3,1,,
mountain,baboon,top5,3,3,,
mountain,bakery,top5,3,3,,
mountain,barn,top1,3,3,,
mountain,barn spider,top5,3,2,,
mountain,beacon,top1,3,3,,
mountain,bearskin,top5,3,2,,
mountain,book jacket,top5,3,2,,
mountain,broom,top5,3,1,,
mountain,butcher shop,top5,3,3,,
mountain,castle,top1,3,3,,
mountain,conch,top5,3,3,,
mountain,crash helmet,top5,3,3,,
mountain,drilling platform,top5,3,2,,
mountain,echidna,top5,3,2,,
mountain,freight car,top5,3,2,,
mountain,gown,top5,3,3,,
mountain,greenhouse,top5,3,2,,
mountain,grocery store,top5,3,3,,
mountain,gyromitra,top5,3,2,,
mountain,lifeboat,top5,3,3,,
mountain,llama,top5,3,3,,
mountain,megalith,top1,3,3,,
mountain,monitor,top5,3,2,,
mountain,moving van,top5,3,3,,
mountain,nematode,top5,3,2,,
mountain,paddlewheel,top5,3,2,,
mountain,park bench,top1,3,3,,
mountain,pedestal,top5,3,3,,
mountain,poncho,top5,3,2,,
mountain,quilt,top5,3,2,,
mountain,rifle,top5,3,1,,
mountain,sarong,top5,3,2,,
mountain,snorkel,top5,3,2,,
mountain,sundial,top5,3,2,,
mountain,suspension bridge,top1,3,3,,
mountain,swab,top5,3,2,,
mountain,tank,top5,3,2,,
mountain,torch,top1,3,3,,
mountain,African elephant,top5,2,2,,
mountain,American alligator,top5,2,2,,
mountain,Arctic fox,top1,2,3,,
mountain,Christmas stocking,top5,2,2,,
mountain,English setter,top5,2,2,,
mountain,amphibian,top5,2,2,,
mountain,apiary,top1,2,3,,
mountain,barrow,top5,2,2,,
mountain,beaver,top5,2,2,,
mountain,bow,top5,2,1,,
mountain,brassiere,top5,2,2,,
mountain,bubble,top5,2,2,,
mountain,burrito,top5,2,2,,
mountain,chainlink fence,top5,2,1,,
mountain,chiton,top5,2,1,,
mountain,chocolate sauce,top5,2,2,,
mountain,cock,top5,2,2,,
mountain,colobus,top5,2,2,,
mountain,confectionery,top5,2,2,,
mountain,coucal,top1,2,2,,
mountain,coucal,top5,2,2,,
mountain,cradle,top5,2,2,,
mountain,dalmatian,top5,2,2,,
mountain,dock,top5,2,2,,
mountain,earthstar,top5,2,1,,
mountain,feather boa,top1,2,3,,
mountain,flagpole,top1,2,3,,
mountain,fountain,top1,2,3,,
mountain,four-poster,top5,2,2,,
mountain,garbage truck,top5,2,2,,
mountain,giant schnauzer,top5,2,2,,
mountain,gondola,top5,2,2,,
mountain,goose,top5,2,1,,
mountain,grocery store,top1,2,3,,
mountain,guillotine,top5,2,2,,
mountain,gyromitra,top1,2,2,,
mountain,hartebeest,top5,2,2,,
mountain,hen,top5,2,2,,
mountain,ibex,top1,2,3,,
mountain,jigsaw puzzle,top1,2,3,,
mountain,kelpie,top5,2,2,,
mountain,kuvasz,top1,2,3,,
mountain,leatherback turtle,top1,2,3,,
mountain,liner,top5,2,2,,
mountain,marmot,top1,2,3,,
mountain,maze,top1,2,3,,
mountain,mitten,top5,2,2,,
mountain,motor scooter,top1,2,3,,
mountain,mountain tent,top1,2,3,,
mountain,neck brace,top1,2,2,,
mountain,neck brace,top5,2,2,,
